##########################################################################################################[64, 116, 55, 57, 129, 129, 129, 129, 129, 129]
[129, 69, 129, 129, 129, 76, 129, 72, 129, 129]
[129, 69, 129, 129, 129, 129, 69, 129, 76, 129]
[129, 129, 129, 74, 129, 129, 129, 76, 74, 129]
[129, 69, 76, 129, 129, 129, 65, 129, 129, 65]
[129, 77, 67, 129, 129, 76, 74, 129, 129, 62]
[129, 129, 129, 129, 67, 129, 74, 129, 76, 129]
[129, 76, 129, 79, 129, 129, 129, 76, 129, 74]
[129, 129, 67, 129, 129, 129, 77, 129, 129, 129]
[72, 60, 60, 74, 129, 129, 74, 129, 129, 74]
[129, 74, 129, 129, 79, 76, 129, 129, 129, 64]
[129, 129, 59, 76, 129, 76, 129, 129, 64, 79]
[69, 129, 129, 129, 129, 129, 67, 79, 76, 72]
[129, 77, 129, 74, 129, 129, 129, 67, 129, 129]
[129, 129, 76, 129, 67, 129, 129, 67, 60, 129]
[67, 129, 81, 129, 64, 76, 129, 129, 129, 129]
