##########################################################################################################[64, 109, 49, 57, 129, 45, 129, 129, 129, 41]
[129, 129, 129, 42, 129, 129, 129, 48, 129, 47]
[129, 62, 129, 62, 129, 59, 129, 51, 129, 57]
[129, 54, 129, 51, 129, 54, 129, 45, 49, 129]
[61, 129, 50, 129, 55, 129, 59, 129, 52, 129]
[50, 129, 57, 129, 129, 52, 129, 62, 129, 51]
[129, 59, 129, 56, 129, 50, 129, 53, 129, 51]
[129, 52, 129, 129, 129, 54, 129, 56, 129, 64]
[129, 61, 129, 47, 129, 57, 129, 54, 129, 45]
[129, 49, 129, 53, 129, 49, 129, 47, 129, 52]
[129, 49, 129, 129, 54, 129, 129, 59, 129, 57]
[129, 54, 129, 58, 129, 52, 129, 57, 129, 53]
[129, 41, 129, 129, 129, 40, 129, 129, 42, 129]
[47, 129, 58, 129, 64, 129, 56, 129, 58, 129]
[46, 129, 54, 129, 56, 129, 62, 129, 52, 129]
[57, 129, 51, 129, 54, 129, 54, 129, 47, 129]
