##########################################################################################################[64, 59, 49, 129, 49, 129, 56, 129, 58, 129]
[54, 129, 56, 129, 61, 129, 58, 129, 54, 129]
[56, 129, 52, 129, 54, 129, 40, 129, 42, 129]
[51, 129, 54, 129, 50, 129, 54, 129, 52, 129]
[50, 129, 49, 129, 50, 129, 54, 129, 52, 129]
[129, 129, 49, 129, 57, 129, 54, 129, 61, 129]
[57, 129, 53, 129, 54, 129, 51, 129, 52, 129]
[59, 129, 56, 129, 58, 129, 54, 129, 51, 129]
[52, 129, 59, 129, 56, 129, 129, 129, 49, 129]
[56, 129, 52, 129, 54, 129, 51, 129, 46, 129]
[129, 129, 41, 129, 129, 129, 49, 129, 59, 129]
[56, 129, 57, 129, 54, 129, 52, 129, 50, 129]
[54, 129, 45, 129, 49, 129, 47, 129, 61, 129]
[58, 129, 51, 129, 44, 129, 47, 129, 49, 129]
[51, 129, 52, 129, 59, 129, 50, 129, 54, 129]
[64, 129, 55, 129, 59, 129, 52, 129, 57, 129]
