##########################################################################################################[64, 93, 84, 84, 67, 65, 129, 72, 129, 74]
[129, 76, 129, 77, 129, 79, 129, 77, 129, 76]
[129, 74, 129, 71, 129, 72, 129, 129, 129, 74]
[129, 71, 129, 67, 129, 65, 129, 65, 129, 62]
[129, 67, 129, 65, 129, 64, 129, 65, 129, 67]
[129, 65, 129, 67, 129, 65, 129, 64, 129, 65]
[129, 60, 129, 129, 129, 62, 129, 129, 129, 64]
[129, 65, 129, 67, 129, 69, 129, 72, 129, 67]
[129, 69, 129, 129, 129, 67, 129, 129, 129, 67]
[129, 129, 129, 76, 129, 74, 129, 81, 129, 79]
[129, 76, 129, 72, 129, 74, 129, 71, 129, 67]
[129, 65, 129, 62, 129, 60, 129, 62, 129, 65]
[129, 64, 129, 62, 129, 65, 129, 64, 129, 65]
[129, 64, 129, 60, 129, 65, 129, 64, 129, 65]
[129, 67, 129, 64, 129, 67, 129, 65, 129, 67]
[129, 129, 129, 76, 129, 129, 129, 77, 129, 129]
